comment_score,created_utc,labeled_submission,Sentiment
1,09/12/2024 23:50,XRP,Negative
1,10/12/2024 00:31,XRP,Negative
1,10/12/2024 02:59,XRP,Negative
1,10/12/2024 03:46,XRP,Negative
1,10/12/2024 06:49,XRP,Negative
1,10/12/2024 07:04,XRP,Negative
1,10/12/2024 07:07,XRP,Negative
1,10/12/2024 07:40,XRP,Negative
1,10/12/2024 08:07,XRP,Positive
1,10/12/2024 10:20,XRP,Positive
1,10/12/2024 16:26,XRP,Positive
1,10/12/2024 17:15,XRP,Positive
1,10/12/2024 17:46,XRP,Negative
1,09/12/2024 11:19,XRP,Positive
1,09/12/2024 12:25,XRP,Positive
1,09/12/2024 13:53,XRP,Negative
0,09/12/2024 11:19,XRP,Negative
1,09/12/2024 13:08,XRP,Positive
1,09/12/2024 13:32,XRP,Negative
1,09/12/2024 13:57,XRP,Negative
1,09/12/2024 14:26,XRP,Negative
1,09/12/2024 14:52,XRP,Negative
0,09/12/2024 11:01,XRP,Negative
-4,09/12/2024 12:01,XRP,Negative
0,09/12/2024 12:43,XRP,Negative
0,09/12/2024 17:39,XRP,Negative
0,09/12/2024 21:41,XRP,Negative
0,09/12/2024 23:22,XRP,Negative
0,09/12/2024 23:24,XRP,Positive
-1,09/12/2024 13:05,XRP,Negative
66,09/12/2024 16:17,XRP,Positive
32,09/12/2024 18:58,XRP,Negative
19,09/12/2024 17:58,XRP,Negative
1,09/12/2024 21:33,XRP,Positive
1,10/12/2024 01:16,XRP,Negative
1,10/12/2024 03:17,XRP,Negative
1,10/12/2024 07:58,XRP,Negative
15,09/12/2024 13:47,XRP,Positive
11,09/12/2024 12:37,XRP,Negative
138,09/12/2024 11:31,XRP,Negative
29,09/12/2024 11:20,XRP,Negative
11,09/12/2024 13:17,XRP,Negative
3,09/12/2024 12:58,XRP,Negative
6,09/12/2024 13:11,XRP,Negative
9,09/12/2024 10:59,XRP,Positive
2,09/12/2024 15:35,XRP,Negative
1,09/12/2024 11:25,XRP,Positive
1,09/12/2024 13:42,XRP,Negative
1,09/12/2024 15:15,XRP,Negative
1,09/12/2024 15:36,XRP,Negative
1,09/12/2024 16:06,XRP,Negative
1,09/12/2024 17:21,XRP,Positive
0,09/12/2024 15:21,XRP,Positive
7,09/12/2024 13:30,XRP,Positive
13,09/12/2024 15:31,XRP,Positive
2,09/12/2024 17:54,XRP,Positive
1,09/12/2024 18:01,XRP,Negative
1,10/12/2024 12:39,XRP,Positive
1,10/12/2024 12:39,XRP,Positive
2,09/12/2024 18:53,XRP,Positive
19,09/12/2024 11:01,XRP,Negative
2,09/12/2024 11:23,XRP,Negative
1,09/12/2024 15:54,XRP,Negative
1,10/12/2024 12:00,XRP,Negative
1,10/12/2024 11:31,XRP,Positive
1,09/12/2024 17:14,XRP,Positive
10,09/12/2024 14:49,XRP,Negative
3,09/12/2024 11:32,XRP,Negative
3,09/12/2024 11:32,XRP,Negative
0,09/12/2024 12:52,XRP,Positive
-6,09/12/2024 13:06,XRP,Positive
6,09/12/2024 10:57,XRP,Negative
5,09/12/2024 15:34,XRP,Positive
1,09/12/2024 20:50,XRP,Negative
5,10/12/2024 01:57,XRP,Negative
1,09/12/2024 10:51,XRP,Negative
1,09/12/2024 11:11,XRP,Negative
1,09/12/2024 11:17,XRP,Negative
1,09/12/2024 11:21,XRP,Negative
1,09/12/2024 12:01,XRP,Negative
1,09/12/2024 12:26,XRP,Negative
1,09/12/2024 12:34,XRP,Negative
1,09/12/2024 12:39,XRP,Negative
1,09/12/2024 12:40,XRP,Negative
1,09/12/2024 12:59,XRP,Negative
1,09/12/2024 13:31,XRP,Negative
1,09/12/2024 13:59,XRP,Negative
1,09/12/2024 14:44,XRP,Positive
1,09/12/2024 18:55,XRP,Negative
1,09/12/2024 15:24,XRP,Negative
3,09/12/2024 18:56,XRP,Negative
1,09/12/2024 15:52,XRP,Negative
1,09/12/2024 18:57,XRP,Negative
1,09/12/2024 20:07,XRP,Negative
1,09/12/2024 19:12,XRP,Positive
1,10/12/2024 10:27,XRP,Negative
5,09/12/2024 17:10,XRP,Negative
2,09/12/2024 11:38,XRP,Negative
16,09/12/2024 12:06,XRP,Positive
32,09/12/2024 17:21,XRP,Negative
15,09/12/2024 16:42,XRP,Negative
1,09/12/2024 22:17,XRP,Negative
6,09/12/2024 20:08,XRP,Negative
2,09/12/2024 22:25,XRP,Negative
-13,09/12/2024 20:28,XRP,Negative
2,09/12/2024 19:55,XRP,Negative
1,09/12/2024 17:41,XRP,Positive
66,09/12/2024 13:47,XRP,Positive
1,09/12/2024 23:47,XRP,Positive
1,09/12/2024 13:57,XRP,Positive
17,09/12/2024 11:57,XRP,Positive
6,09/12/2024 16:10,XRP,Positive
1,09/12/2024 17:12,XRP,Negative
8,09/12/2024 11:01,XRP,Negative
8,09/12/2024 15:43,XRP,Negative
2,09/12/2024 18:18,XRP,Positive
1,09/12/2024 17:55,XRP,Negative
1,09/12/2024 17:57,XRP,Positive
1,09/12/2024 21:54,XRP,Positive
3,09/12/2024 19:33,XRP,Positive
14,09/12/2024 11:06,XRP,Positive
30,09/12/2024 12:33,XRP,Negative
4,09/12/2024 13:25,XRP,Negative
3,09/12/2024 15:16,XRP,Negative
8,09/12/2024 13:03,XRP,Negative
1,09/12/2024 15:24,XRP,Positive
1,09/12/2024 20:43,XRP,Negative
1,10/12/2024 07:09,XRP,Negative
1,09/12/2024 14:45,XRP,Positive
2,09/12/2024 19:44,XRP,Negative
0,09/12/2024 14:49,XRP,Positive
12,09/12/2024 13:20,XRP,Negative
6,09/12/2024 11:11,XRP,Negative
1,09/12/2024 19:27,XRP,Positive
1,10/12/2024 03:12,XRP,Negative
1,09/12/2024 19:11,XRP,Negative
1,09/12/2024 20:11,XRP,Negative
1,10/12/2024 11:07,XRP,Negative
3,09/12/2024 17:16,XRP,Positive
0,09/12/2024 12:08,XRP,Positive
1,09/12/2024 19:48,XRP,Negative
-1,09/12/2024 12:30,XRP,Negative
1,09/12/2024 23:00,XRP,Positive
1,10/12/2024 05:24,XRP,Positive
0,09/12/2024 20:10,XRP,Positive
19,09/12/2024 17:19,XRP,Negative
1,09/12/2024 19:41,XRP,Negative
3,10/12/2024 02:59,XRP,Positive
14,09/12/2024 21:04,XRP,Positive
6,09/12/2024 20:49,XRP,Negative
26,09/12/2024 14:43,XRP,Negative
7,09/12/2024 13:55,XRP,Positive
1,09/12/2024 14:36,XRP,Negative
2,09/12/2024 18:49,XRP,Negative
1,09/12/2024 18:19,XRP,Positive
2,09/12/2024 17:57,XRP,Negative
1,09/12/2024 17:57,XRP,Negative
20,09/12/2024 12:43,XRP,Negative
1,09/12/2024 19:43,XRP,Negative
1,09/12/2024 15:18,XRP,Positive
1,09/12/2024 19:41,XRP,Negative
1,09/12/2024 20:54,XRP,Negative
1,09/12/2024 20:19,XRP,Positive
1,09/12/2024 14:53,XRP,Negative
1,09/12/2024 19:39,XRP,Negative
1,10/12/2024 00:05,XRP,Negative
7,09/12/2024 15:18,XRP,Positive
2,09/12/2024 18:06,XRP,Positive
2,10/12/2024 05:44,XRP,Negative
3,09/12/2024 15:31,XRP,Negative
0,10/12/2024 02:12,XRP,Negative
1,10/12/2024 02:14,XRP,Positive
2,09/12/2024 17:58,XRP,Positive
2,10/12/2024 02:59,XRP,Positive
1,09/12/2024 21:03,XRP,Positive
1,09/12/2024 21:32,XRP,Negative
-2,09/12/2024 16:19,XRP,Negative
9,09/12/2024 15:32,XRP,Positive
1,09/12/2024 19:12,XRP,Positive
-1,10/12/2024 06:34,XRP,Positive
2,09/12/2024 15:44,XRP,Negative
1,09/12/2024 18:09,XRP,Negative
-1,10/12/2024 02:13,XRP,Negative
1,10/12/2024 02:56,XRP,Positive
2,09/12/2024 18:01,XRP,Positive
2,10/12/2024 06:37,XRP,Positive
0,10/12/2024 02:18,XRP,Positive
1,09/12/2024 18:03,XRP,Positive
-1,10/12/2024 06:54,XRP,Positive
-1,10/12/2024 02:20,XRP,Negative
1,10/12/2024 03:09,XRP,Negative
1,10/12/2024 12:05,XRP,Negative
-2,10/12/2024 03:10,XRP,Positive
0,09/12/2024 09:42,BTC,Negative
3,09/12/2024 17:34,BTC,Negative
1,09/12/2024 10:13,BTC,Negative
1,09/12/2024 11:06,BTC,Negative
1,09/12/2024 11:29,BTC,Negative
1,09/12/2024 14:41,BTC,Negative
1,09/12/2024 11:43,BTC,Negative
-1,09/12/2024 12:11,BTC,Negative
-1,09/12/2024 12:29,BTC,Positive
5,09/12/2024 15:38,BTC,Negative
7,09/12/2024 16:33,BTC,Negative
1,09/12/2024 11:06,BTC,Negative
1,09/12/2024 11:29,BTC,Negative
1,09/12/2024 14:41,BTC,Negative
3,09/12/2024 16:44,BTC,Negative
-1,09/12/2024 12:09,BTC,Negative
2,09/12/2024 17:38,BTC,Positive
0,09/12/2024 19:51,BTC,Negative
2,09/12/2024 13:27,BTC,Negative
1,09/12/2024 10:04,ARB,Positive
1,09/12/2024 11:31,ARB,Negative
1,09/12/2024 15:54,ARB,Negative
1,09/12/2024 22:47,ARB,Negative
1,10/12/2024 01:53,ARB,Negative
1,09/12/2024 12:02,ARB,Negative
2,09/12/2024 13:48,ARB,Positive
1,09/12/2024 22:47,ARB,Positive
1,09/12/2024 10:29,ARB,Positive
1,09/12/2024 12:02,ARB,Positive
1,09/12/2024 12:17,ARB,Negative
1,09/12/2024 07:34,ARB,Positive
1,09/12/2024 22:45,ARB,Negative
1,09/12/2024 12:17,ARB,Positive
2,09/12/2024 11:58,ARB,Negative
1,09/12/2024 22:46,ARB,Negative
2,09/12/2024 12:01,ARB,Positive
2,09/12/2024 17:58,BTC,Positive
2,09/12/2024 11:46,ALGO,Positive
1,09/12/2024 15:59,ALGO,Negative
2,09/12/2024 14:18,ALGO,Positive
4,09/12/2024 11:48,ALGO,Positive
1,10/12/2024 07:17,ALGO,Negative
1,10/12/2024 06:38,ALGO,Negative
-1,09/12/2024 12:37,ALGO,Positive
1,10/12/2024 07:05,ALGO,Positive
2,09/12/2024 12:40,ALGO,Positive
0,09/12/2024 13:00,ALGO,Negative
0,09/12/2024 14:27,ALGO,Positive
2,09/12/2024 14:59,ALGO,Positive
2,09/12/2024 14:58,ALGO,Negative
1,09/12/2024 09:54,USDT,Positive
1,09/12/2024 10:32,USDT,Negative
1,09/12/2024 13:38,USDT,Negative
1,09/12/2024 15:11,USDT,Negative
1,09/12/2024 21:38,USDT,Negative
1,09/12/2024 22:58,USDT,Negative
1,10/12/2024 07:44,USDT,Negative
1,09/12/2024 09:57,USDT,Negative
1,09/12/2024 04:39,USDT,Negative
1,10/12/2024 08:33,USDT,Negative
1,10/12/2024 08:34,USDT,Negative
1,09/12/2024 10:37,USDT,Positive
1,09/12/2024 21:07,USDT,Positive
1,09/12/2024 17:35,ETH,Positive
-1,09/12/2024 14:11,ETH,Negative
2,09/12/2024 14:20,ETH,Negative
1,09/12/2024 17:34,ETH,Negative
1,09/12/2024 20:46,BTC,Positive
1,09/12/2024 21:08,BTC,Positive
1,09/12/2024 21:13,BTC,Positive
1,09/12/2024 21:20,BTC,Negative
1,09/12/2024 21:16,BTC,Negative
1,09/12/2024 12:00,BTC,Negative
1,09/12/2024 21:48,BTC,Positive
2,09/12/2024 12:19,BTC,Negative
2,09/12/2024 21:55,BTC,Negative
1,09/12/2024 13:47,BTC,Positive
1,09/12/2024 22:28,BTC,Positive
1,09/12/2024 13:53,BTC,Positive
1,09/12/2024 15:08,BTC,Negative
1,09/12/2024 15:08,BTC,Negative
1,09/12/2024 20:17,BTC,Positive
1,09/12/2024 23:36,BTC,Positive
1,09/12/2024 20:27,BTC,Negative
1,09/12/2024 22:45,BTC,Negative
1,10/12/2024 03:02,BTC,Negative
1,10/12/2024 03:08,BTC,Negative
2,09/12/2024 10:41,BTC,Negative
1,09/12/2024 10:40,BTC,Positive
1,09/12/2024 14:11,BTC,Negative
1,09/12/2024 15:00,BTC,Negative
1,10/12/2024 05:58,BTC,Negative
1,09/12/2024 11:40,BTC,Negative
3,09/12/2024 12:09,BTC,Positive
3,09/12/2024 12:22,BTC,Negative
2,09/12/2024 09:41,BTC,Negative
-1,09/12/2024 13:44,BTC,Negative
1,09/12/2024 11:48,BTC,Negative
2,09/12/2024 10:08,BTC,Positive
1,10/12/2024 02:38,BTC,Negative
1,09/12/2024 10:14,BTC,Positive
2,09/12/2024 21:50,BTC,Positive
1,09/12/2024 20:25,BTC,Negative
1,10/12/2024 06:36,BTC,Positive
2,10/12/2024 06:40,BTC,Negative
2,09/12/2024 11:24,BTC,Negative
1,08/12/2024 20:28,BTC,Negative
1,09/12/2024 10:30,BTC,Negative
1,09/12/2024 10:50,BTC,Negative
1,09/12/2024 17:53,BTC,Positive
1,09/12/2024 20:12,BTC,Negative
1,09/12/2024 20:25,BTC,Negative
1,09/12/2024 21:11,BTC,Negative
1,09/12/2024 23:55,BTC,Negative
1,10/12/2024 14:09,BTC,Positive
1,09/12/2024 10:30,BTC,Negative
2,09/12/2024 15:54,BTC,Negative
1,09/12/2024 10:14,BTC,Negative
1,09/12/2024 16:23,BTC,Positive
1,09/12/2024 16:25,BTC,Positive
2,09/12/2024 10:04,BTC,Positive
-1,09/12/2024 12:20,PEPE,Negative
5,09/12/2024 19:30,PEPE,Positive
1,09/12/2024 20:11,PEPE,Negative
2,09/12/2024 12:29,PEPE,Negative
1,09/12/2024 11:20,PEPE,Negative
0,09/12/2024 16:03,PEPE,Negative
2,09/12/2024 12:30,PEPE,Positive
1,09/12/2024 16:05,PEPE,Negative
6,09/12/2024 10:40,ADA,Positive
3,09/12/2024 12:04,ADA,Negative
1,09/12/2024 12:10,ADA,Positive
2,09/12/2024 14:45,BTC,Positive
1,09/12/2024 05:26,BTC,Negative
1,09/12/2024 15:03,BTC,Positive
1,09/12/2024 12:59,BTC,Negative
2,09/12/2024 07:56,BTC,Negative
1,09/12/2024 16:59,BTC,Negative
2,09/12/2024 12:08,BTC,Negative
1,10/12/2024 00:09,BTC,Negative
2,09/12/2024 18:00,BTC,Positive
1,09/12/2024 10:15,BTC,Negative
1,09/12/2024 21:46,BTC,Negative
2,09/12/2024 12:13,BTC,Negative
1,09/12/2024 16:26,BTC,Positive
1,09/12/2024 14:04,BTC,Negative
2,09/12/2024 21:49,BTC,Negative
2,09/12/2024 18:34,BTC,Positive
1,10/12/2024 01:18,BTC,Negative
2,09/12/2024 12:18,BTC,Negative
1,09/12/2024 14:12,BTC,Negative
1,09/12/2024 22:08,BTC,Negative
1,09/12/2024 21:49,BTC,Positive
1,09/12/2024 21:52,BTC,Positive
1,10/12/2024 10:40,BTC,Positive
1,09/12/2024 14:05,BTC,Negative
0,09/12/2024 12:20,BTC,Positive
0,09/12/2024 14:09,BTC,Negative
0,09/12/2024 10:31,LINK,Positive
1,09/12/2024 13:07,ADA,Negative
1,10/12/2024 00:30,ADA,Negative
1,10/12/2024 05:19,ADA,Negative
1,10/12/2024 16:55,ADA,Positive
1,09/12/2024 10:43,ADA,Negative
1,10/12/2024 13:28,ADA,Negative
1,09/12/2024 12:04,ADA,Negative
1,09/12/2024 17:20,SOL,Positive
9,09/12/2024 08:43,SOL,Positive
17,09/12/2024 13:27,SOL,Positive
7,09/12/2024 08:19,SOL,Negative
14,09/12/2024 10:07,SOL,Negative
7,09/12/2024 06:19,SOL,Positive
2,08/12/2024 19:10,SOL,Negative
2,10/12/2024 08:42,SOL,Positive
13,09/12/2024 08:59,SOL,Positive
9,09/12/2024 16:20,SOL,Positive
8,09/12/2024 14:28,SOL,Positive
5,09/12/2024 11:48,SOL,Positive
4,09/12/2024 09:04,SOL,Positive
10,09/12/2024 16:24,SOL,Positive
11,09/12/2024 09:02,SOL,Positive
8,09/12/2024 11:43,SOL,Positive
6,09/12/2024 16:38,SOL,Positive
2,09/12/2024 07:24,SOL,Positive
10,09/12/2024 11:39,SOL,Positive
3,09/12/2024 11:44,SOL,Positive
2,08/12/2024 18:03,SOL,Positive
2,09/12/2024 06:25,SOL,Positive
2,08/12/2024 17:33,SOL,Positive
3,08/12/2024 17:32,SOL,Positive
5,10/12/2024 09:13,SOL,Positive
3,08/12/2024 20:12,SOL,Positive
5,09/12/2024 17:31,SOL,Positive
6,09/12/2024 13:07,SOL,Positive
2,09/12/2024 22:53,SOL,Positive
2,09/12/2024 17:33,SOL,Positive
3,10/12/2024 09:16,SOL,Positive
2,09/12/2024 09:17,SOL,Positive
1,09/12/2024 06:10,BTC,Positive
1,09/12/2024 10:34,BTC,Negative
1,09/12/2024 11:20,BTC,Positive
1,09/12/2024 11:41,BTC,Positive
1,09/12/2024 09:42,ETH,Negative
1,10/12/2024 09:32,ETH,Positive
1,09/12/2024 22:06,ETH,Positive
1,09/12/2024 10:48,ETH,Negative
1,10/12/2024 18:38,ETH,Positive
1,09/12/2024 22:05,ETH,Negative
1,09/12/2024 11:05,ETH,Negative
1,10/12/2024 07:52,BTC,Positive
1,09/12/2024 12:24,BTC,Negative
1,10/12/2024 16:09,BTC,Positive
1,10/12/2024 16:10,BTC,Positive
1,10/12/2024 17:18,BTC,Negative
2,10/12/2024 16:14,BTC,Positive
1,10/12/2024 17:21,BTC,Negative
1,10/12/2024 12:26,BTC,Negative
1,10/12/2024 15:46,DOGE,Negative
1,10/12/2024 07:41,LINK,Positive
1,09/12/2024 13:11,LINK,Positive
2,09/12/2024 13:29,LINK,Negative
1,09/12/2024 13:47,LINK,Positive
1,09/12/2024 13:48,LINK,Negative
2,09/12/2024 13:49,LINK,Negative
1,09/12/2024 13:52,LINK,Negative
1,09/12/2024 22:40,BTC,Negative
1,09/12/2024 23:07,BTC,Positive
1,09/12/2024 22:59,BTC,Positive
1,10/12/2024 05:18,BTC,Negative
1,10/12/2024 05:20,BTC,Positive
1,09/12/2024 17:25,BTC,Negative
1,09/12/2024 23:15,BTC,Negative
1,09/12/2024 20:21,BTC,Negative
1,09/12/2024 20:23,BTC,Negative
1,09/12/2024 10:18,BTC,Positive
1,09/12/2024 10:24,BTC,Positive
2,09/12/2024 10:13,BTC,Positive
1,09/12/2024 17:11,BTC,Negative
1,09/12/2024 20:16,BTC,Negative
2,09/12/2024 12:02,BTC,Negative
1,09/12/2024 12:01,BTC,Positive
1,10/12/2024 16:25,XLM,Negative
1,10/12/2024 16:26,XLM,Negative
1,10/12/2024 03:15,BTC,Negative
1,10/12/2024 14:53,BTC,Negative
1,09/12/2024 20:41,BTC,Negative
2,09/12/2024 14:36,BTC,Positive
2,10/12/2024 01:18,BTC,Negative
1,09/12/2024 11:45,BTC,Negative
1,09/12/2024 11:27,BTC,Negative
1,09/12/2024 19:33,SOL,Negative
1,09/12/2024 13:38,SOL,Negative
1,09/12/2024 23:03,SOL,Positive
1,09/12/2024 17:54,DOGE,Negative
1,10/12/2024 07:11,XRP,Negative
1,09/12/2024 19:57,BTC,Negative
1,09/12/2024 19:57,BTC,Positive
1,10/12/2024 11:05,XRP,Negative
1,11/12/2024 18:10,SOL,Positive
1,11/12/2024 18:02,ETC,Negative
1,11/12/2024 18:08,ETC,Negative
1,11/12/2024 18:08,ETC,Negative
1,11/12/2024 18:09,ETC,Negative
1,11/12/2024 17:50,GALA,Positive
1,11/12/2024 17:51,GALA,Positive
1,11/12/2024 17:38,USDT,Negative
1,11/12/2024 17:56,USDT,Positive
1,11/12/2024 18:03,USDT,Positive
1,11/12/2024 18:03,USDT,Negative
1,11/12/2024 17:46,USDT,Positive
1,11/12/2024 17:40,USDT,Positive
1,11/12/2024 17:46,USDT,Positive
1,11/12/2024 17:56,USDT,Positive
1,11/12/2024 18:11,USDT,Negative
1,11/12/2024 17:40,USDT,Positive
1,11/12/2024 17:44,USDT,Positive
1,11/12/2024 17:47,USDT,Negative
1,11/12/2024 17:59,USDT,Negative
1,15/12/2024 14:29,BTC,Positive
1,15/12/2024 14:36,BTC,Negative
1,15/12/2024 14:30,BTC,Positive
1,15/12/2024 14:48,BTC,Negative
1,15/12/2024 15:06,BTC,Negative
1,15/12/2024 15:07,BTC,Negative
1,15/12/2024 15:08,BTC,Positive
1,15/12/2024 14:39,BTC,Negative
1,15/12/2024 14:47,BTC,Positive
1,15/12/2024 14:39,BTC,Negative
1,15/12/2024 14:57,BTC,Positive
1,15/12/2024 14:39,BTC,Positive
1,15/12/2024 14:51,BTC,Negative
23,15/12/2024 14:02,BTC,Positive
16,15/12/2024 13:50,BTC,Positive
1,15/12/2024 14:27,BTC,Negative
8,15/12/2024 13:46,BTC,Positive
3,15/12/2024 13:57,BTC,Positive
5,15/12/2024 13:58,BTC,Positive
1,15/12/2024 14:41,BTC,Positive
2,15/12/2024 13:48,BTC,Negative
1,15/12/2024 14:22,BTC,Negative
1,15/12/2024 14:37,BTC,Positive
1,15/12/2024 14:04,BTC,Negative
1,15/12/2024 14:11,BTC,Negative
1,15/12/2024 14:30,BTC,Negative
0,15/12/2024 14:08,BTC,Negative
13,15/12/2024 14:09,BTC,Positive
4,15/12/2024 14:05,BTC,Positive
1,15/12/2024 14:30,BTC,Negative
1,15/12/2024 15:04,BTC,Positive
1,15/12/2024 14:50,BTC,Positive
1,15/12/2024 14:14,BTC,Positive
1,15/12/2024 15:08,BTC,Positive
1,15/12/2024 14:00,BTC,Positive
1,15/12/2024 14:56,BTC,Negative
1,15/12/2024 14:48,BTC,Negative
1,15/12/2024 14:30,BTC,Positive
1,15/12/2024 14:41,BTC,Negative
3,15/12/2024 14:11,BTC,Positive
1,15/12/2024 14:18,BTC,Positive
1,15/12/2024 14:10,BTC,Negative
1,15/12/2024 14:57,BTC,Positive
1,15/12/2024 14:06,BTC,Positive
13,15/12/2024 13:24,BTC,Negative
15,15/12/2024 13:16,BTC,Negative
6,15/12/2024 13:35,BTC,Negative
6,15/12/2024 13:27,BTC,Positive
2,15/12/2024 13:41,BTC,Negative
2,15/12/2024 13:16,BTC,Positive
2,15/12/2024 13:27,BTC,Positive
2,15/12/2024 13:40,BTC,Positive
1,15/12/2024 13:09,BTC,Negative
1,15/12/2024 13:27,BTC,Negative
1,15/12/2024 13:27,BTC,Positive
1,15/12/2024 13:29,BTC,Positive
1,15/12/2024 13:33,BTC,Negative
1,15/12/2024 13:55,BTC,Negative
1,15/12/2024 14:23,BTC,Negative
1,15/12/2024 14:54,BTC,Positive
1,15/12/2024 15:01,BTC,Positive
1,15/12/2024 13:19,BTC,Negative
1,15/12/2024 13:21,BTC,Positive
1,15/12/2024 13:36,BTC,Positive
0,15/12/2024 13:23,BTC,Positive
0,15/12/2024 13:34,BTC,Positive
0,15/12/2024 13:15,BTC,Negative
0,15/12/2024 13:37,BTC,Positive
0,15/12/2024 13:39,BTC,Positive
-1,15/12/2024 13:28,BTC,Positive
-1,15/12/2024 13:37,BTC,Positive
-1,15/12/2024 13:35,BTC,Positive
-1,15/12/2024 13:43,BTC,Positive
-6,15/12/2024 13:17,BTC,Positive
-3,15/12/2024 13:18,BTC,Positive
-2,15/12/2024 13:24,BTC,Positive
-4,15/12/2024 13:29,BTC,Positive
2,15/12/2024 13:28,BTC,Positive
1,15/12/2024 13:29,BTC,Negative
1,15/12/2024 14:28,BTC,Negative
1,15/12/2024 14:12,BTC,Positive
6,15/12/2024 13:21,BTC,Negative
1,15/12/2024 13:42,BTC,Negative
1,15/12/2024 14:29,BTC,Positive
1,15/12/2024 14:23,BTC,Positive
1,15/12/2024 14:13,BTC,Negative
-1,15/12/2024 13:37,BTC,Negative
1,15/12/2024 13:59,BTC,Negative
1,15/12/2024 14:27,BTC,Positive
1,15/12/2024 15:04,BTC,Positive
1,15/12/2024 14:25,BTC,Positive
1,15/12/2024 15:02,BTC,Negative
-2,15/12/2024 13:32,BTC,Positive
1,15/12/2024 13:43,BTC,Negative
1,15/12/2024 14:23,BTC,Negative
2,15/12/2024 13:49,BTC,Negative
1,15/12/2024 14:06,BTC,Negative
1,15/12/2024 14:32,BTC,Negative
1,15/12/2024 14:29,BTC,Positive
4,15/12/2024 11:38,DOGE,Negative
4,15/12/2024 11:37,DOGE,Negative
3,15/12/2024 11:28,DOGE,Positive
3,15/12/2024 11:34,DOGE,Negative
3,15/12/2024 11:41,DOGE,Negative
3,15/12/2024 11:42,DOGE,Negative
3,15/12/2024 11:54,DOGE,Negative
2,15/12/2024 11:51,DOGE,Positive
2,15/12/2024 12:20,DOGE,Positive
2,15/12/2024 12:49,DOGE,Positive
4,15/12/2024 11:28,DOGE,Positive
1,15/12/2024 11:27,DOGE,Negative
1,15/12/2024 11:35,DOGE,Negative
1,15/12/2024 11:25,DOGE,Positive
2,15/12/2024 12:05,DOGE,Positive
1,15/12/2024 11:45,DOGE,Positive
0,15/12/2024 11:46,DOGE,Negative
2,15/12/2024 11:30,DOGE,Positive
0,15/12/2024 11:42,DOGE,Negative
0,15/12/2024 11:53,DOGE,Positive
0,15/12/2024 11:54,DOGE,Positive
0,15/12/2024 12:00,DOGE,Negative
0,15/12/2024 11:55,DOGE,Positive
1,15/12/2024 12:38,DOGE,Negative
2,15/12/2024 12:52,DOGE,Negative
0,15/12/2024 11:31,DOGE,Positive
-1,15/12/2024 11:28,DOGE,Positive
0,15/12/2024 11:49,DOGE,Positive
0,15/12/2024 11:26,DOGE,Positive
1,15/12/2024 12:54,DOGE,Negative
1,15/12/2024 12:27,DOGE,Negative
1,15/12/2024 12:45,DOGE,Negative
1,15/12/2024 11:33,DOGE,Negative
1,15/12/2024 11:33,DOGE,Negative
1,15/12/2024 11:49,DOGE,Negative
1,15/12/2024 12:37,DOGE,Positive
1,15/12/2024 12:58,DOGE,Negative
2,15/12/2024 11:41,DOGE,Negative
0,15/12/2024 11:50,DOGE,Negative
0,15/12/2024 12:30,DOGE,Negative
1,15/12/2024 11:52,DOGE,Positive
1,15/12/2024 11:46,DOGE,Positive
2,15/12/2024 11:53,DOGE,Negative
1,15/12/2024 12:42,DOGE,Negative
2,15/12/2024 11:52,DOGE,Positive
1,15/12/2024 11:59,DOGE,Positive
1,15/12/2024 12:02,DOGE,Negative
1,15/12/2024 15:30,BTC,Negative
1,15/12/2024 15:40,BTC,Negative
1,15/12/2024 15:44,BTC,Negative
1,15/12/2024 15:37,BTC,Negative
1,15/12/2024 15:30,BTC,Negative
1,15/12/2024 15:45,BTC,Negative
1,15/12/2024 15:49,BTC,Negative
1,15/12/2024 15:43,BTC,Negative
1,15/12/2024 15:14,BTC,Negative
1,15/12/2024 15:15,BTC,Negative
1,15/12/2024 15:17,BTC,Positive
1,15/12/2024 15:24,BTC,Negative
1,15/12/2024 15:27,BTC,Negative
1,15/12/2024 15:36,BTC,Positive
1,15/12/2024 15:30,BTC,Positive
1,15/12/2024 15:22,BTC,Negative
1,15/12/2024 15:23,BTC,Positive
1,15/12/2024 15:27,BTC,Negative
1,15/12/2024 15:50,BTC,Positive
1,15/12/2024 15:48,BTC,Negative
1,15/12/2024 15:17,BTC,Negative
1,15/12/2024 15:18,DOGE,Positive
1,15/12/2024 17:57,BTC,Negative
1,15/12/2024 18:00,BTC,Positive
1,15/12/2024 18:05,BTC,Negative
1,15/12/2024 18:06,BTC,Positive
1,15/12/2024 18:03,BTC,Positive
1,15/12/2024 18:05,BTC,Negative
1,15/12/2024 18:00,SOL,Positive
1,15/12/2024 17:11,ETH,Positive
1,15/12/2024 17:20,ETH,Positive
1,15/12/2024 17:36,ETH,Positive
1,15/12/2024 17:42,ETH,Positive
1,15/12/2024 17:56,ETH,Negative
1,15/12/2024 17:11,ETH,Positive
16,15/12/2024 17:03,BTC,Negative
9,15/12/2024 16:57,BTC,Positive
9,15/12/2024 17:08,BTC,Positive
13,15/12/2024 16:57,BTC,Negative
6,15/12/2024 17:08,BTC,Negative
1,15/12/2024 17:37,BTC,Positive
1,15/12/2024 17:09,BTC,Positive
1,15/12/2024 17:10,BTC,Positive
